מספר קלפי,שם ישוב,כתובת,מצביעים,כשרים,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
270,פתח תקווה,סביון            23,467,466,68,16,0,0,1,0,0,63,3,70,0,1,115,0,45,41,13,0,0,0,0,1,0,0,1,0,0,4,1,6,17
280,פתח תקווה,רחל המשוררת      18,349,343,64,0,0,0,0,0,0,26,0,28,0,1,104,0,29,54,9,0,0,1,0,0,0,0,1,0,0,8,0,3,15
290,פתח תקווה,וולפסון דוד      31,386,374,52,0,0,0,0,0,1,39,3,26,0,3,94,0,82,38,6,0,0,1,0,0,1,0,0,0,1,2,0,3,22
300,פתח תקווה,רחל המשוררת      18,344,339,61,10,0,0,0,0,0,16,1,37,0,1,89,0,42,34,14,0,0,0,0,0,0,0,0,0,0,3,0,12,19
310,פתח תקווה,קהילת יוסטון     3,339,334,22,6,0,0,0,0,8,33,1,29,1,0,35,0,27,61,7,0,0,0,0,0,0,0,1,0,0,3,0,6,94
320,פתח תקווה,שטמפפר יהושע     90,431,425,62,8,0,0,0,0,6,44,3,24,0,1,100,1,55,58,7,0,0,4,0,0,0,0,0,0,0,7,0,4,41
330,פתח תקווה,עין גנים         71,310,294,29,2,0,0,0,0,7,35,1,19,0,1,38,0,41,38,6,0,0,2,0,0,0,0,0,0,0,5,1,8,61
340,פתח תקווה,נצח ישראל        7,428,424,54,3,0,0,0,0,0,59,3,24,0,0,122,0,51,59,5,0,0,1,0,0,0,0,0,0,1,7,0,8,27
350,פתח תקווה,נצח ישראל        7,441,434,53,13,0,0,0,0,9,36,2,31,1,2,118,0,55,43,10,0,0,2,1,0,0,0,1,0,0,4,0,5,48
360,פתח תקווה,הרב אונטרמן      14,477,475,24,13,0,0,0,0,0,21,2,224,0,12,55,0,19,56,6,0,0,3,0,0,0,0,0,0,0,1,0,9,30
370,פתח תקווה,פוחס דוד         11,433,422,57,4,1,0,0,0,0,40,4,17,4,0,139,0,41,46,17,1,0,1,0,0,0,0,0,0,0,7,0,10,33
380,פתח תקווה,קהילת יוסטון     3,289,279,25,3,0,0,0,0,30,14,1,16,0,1,41,1,52,42,6,0,0,0,0,0,0,0,0,0,3,1,0,0,43
390,פתח תקווה,הקציר            10,544,544,76,2,0,0,0,0,0,63,9,16,0,4,174,0,22,69,28,0,0,2,0,0,1,0,0,0,2,13,0,16,47
400,פתח תקווה,רמז דוד          38,455,449,39,3,1,1,0,1,16,37,0,24,1,2,100,2,55,70,4,1,1,3,0,0,0,0,0,0,0,5,0,3,80
410,פתח תקווה,רמז דוד,428,423,72,3,1,0,0,0,0,73,0,37,0,0,98,0,16,54,12,0,0,1,0,0,1,0,0,0,1,6,0,6,42
420,פתח תקווה,הרב אונטרמן      14,571,569,6,29,0,0,0,0,0,21,0,347,0,8,20,0,7,38,1,0,0,5,0,0,0,0,0,0,0,2,0,0,85
430,פתח תקווה,קהילת יוסטון     3,294,288,15,3,0,0,0,0,47,15,1,17,0,0,58,0,56,25,4,0,1,0,1,0,0,0,0,0,0,2,0,0,43
440,פתח תקווה,הבנים            5,356,353,39,5,1,0,0,1,4,31,2,4,4,2,85,0,82,34,3,0,1,0,0,0,2,0,0,1,0,4,0,3,45
450,פתח תקווה,הרב מוהליבר שמואל17,350,338,48,12,0,0,0,0,0,39,0,15,1,0,75,0,65,35,8,0,0,0,3,0,1,0,0,0,1,5,0,11,19
460,פתח תקווה,וולפסון דוד      31,368,358,43,2,0,0,0,0,0,29,0,22,4,2,69,0,96,49,0,1,0,0,0,0,1,0,1,0,0,7,0,3,29
470,פתח תקווה,עדש שפיק         7,377,370,17,4,0,0,0,0,12,12,8,12,1,2,53,0,112,53,2,0,0,0,0,0,0,1,1,0,0,4,0,6,70
480,פתח תקווה,הבנים            5,284,276,30,2,0,0,0,1,0,28,0,31,0,2,74,0,39,34,0,0,0,2,1,1,0,0,1,2,0,2,0,3,23
490,פתח תקווה,צלח שלום         33,545,545,24,11,0,0,0,0,0,15,0,330,0,7,30,0,26,50,1,0,1,6,0,0,0,0,0,0,0,0,0,4,40
500,פתח תקווה,קהילת שיקגו      1,684,681,7,471,0,0,0,0,0,2,0,39,0,7,12,0,2,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,128
510,פתח תקווה,צלח שלום         33,305,300,21,2,0,0,0,0,6,18,3,2,1,0,44,0,86,37,4,0,0,0,0,1,0,0,1,1,0,8,0,1,64
520,פתח תקווה,צלח שלום         33,353,346,27,0,0,0,0,1,14,12,0,13,0,3,59,0,93,58,1,0,0,0,0,1,1,0,0,0,1,3,0,1,58
530,פתח תקווה,עדש שפיק         7,393,384,31,6,0,0,0,1,17,20,2,66,0,5,39,1,64,40,2,0,1,1,0,1,0,0,0,1,0,5,1,0,80
540,פתח תקווה,עדש שפיק         7,438,431,32,3,0,0,0,0,1,23,0,121,0,3,66,0,74,46,2,0,1,4,0,0,0,0,0,0,0,2,1,3,49
550,פתח תקווה,עדש שפיק         7,398,396,15,12,0,0,0,0,0,14,0,186,0,6,43,0,40,24,2,0,0,4,0,0,0,0,0,0,0,2,0,3,45
560,פתח תקווה,יונה             74,515,500,44,3,0,0,0,0,1,31,2,41,0,12,67,0,49,86,3,0,0,2,0,0,1,0,0,0,0,2,0,4,152
570,פתח תקווה,תפוצות ישראל     7,416,412,44,13,0,0,0,1,1,46,1,26,0,3,58,1,20,87,4,1,0,1,0,0,0,0,0,0,0,4,0,3,98
580,פתח תקווה,תפוצות ישראל     7,359,350,51,6,0,0,0,0,1,27,0,33,1,5,46,0,13,58,1,0,2,0,1,0,0,0,0,0,0,2,0,3,100
590,פתח תקווה,תפוצות ישראל     7,345,337,39,5,0,0,0,3,2,29,0,31,0,1,43,1,20,45,2,0,0,0,0,2,0,0,0,0,0,5,0,3,106
600,פתח תקווה,עין גנים         71,377,372,73,3,0,0,0,1,3,38,0,13,0,0,109,0,36,37,6,0,0,3,0,1,0,0,0,0,0,6,0,11,32
610,פתח תקווה,החמישה           8,277,273,12,3,0,0,0,0,3,18,0,34,0,2,47,0,49,47,1,0,0,2,0,0,1,0,0,0,0,4,0,2,48
620,פתח תקווה,החמישה           8,394,391,28,8,0,0,0,1,2,0,0,57,1,9,32,0,7,78,4,0,0,0,2,0,0,0,0,0,18,2,0,1,141
630,פתח תקווה,ישעיהו ישראל     1,395,389,50,4,0,0,0,4,29,22,1,18,3,2,83,0,63,49,3,0,0,1,0,0,0,0,1,1,0,1,0,7,47
640,פתח תקווה,ישעיהו ישראל     1,420,415,63,1,0,0,0,0,0,43,0,22,0,5,91,0,47,67,2,0,0,1,2,0,0,0,1,0,1,4,0,4,61
650,פתח תקווה,פינס יחיאל מיכל  8,204,200,17,3,0,0,0,0,0,20,0,8,0,3,50,0,49,28,1,1,0,0,0,0,0,0,0,1,0,2,0,2,15
660,פתח תקווה,קיש              48,344,342,38,5,0,0,0,0,4,32,0,18,1,2,73,1,39,51,4,0,1,2,0,0,0,0,0,0,0,2,0,3,66
670,פתח תקווה,קיש              48,473,466,55,15,3,0,0,1,0,46,1,63,0,6,68,0,46,49,2,1,1,0,0,0,1,0,0,0,0,7,0,5,96
680,פתח תקווה,הוברמן           8,397,392,43,3,0,0,1,0,6,36,3,17,2,5,66,0,87,51,8,1,0,5,1,0,2,0,0,0,2,5,1,9,38
690,פתח תקווה,הוברמן           8,552,549,100,6,0,1,1,0,0,68,4,43,1,2,156,1,43,47,25,0,0,8,0,0,0,0,1,0,0,5,0,16,21
700,פתח תקווה,הוברמן           8,307,296,42,1,0,0,1,1,3,18,0,10,2,1,62,0,60,35,4,0,0,0,0,0,0,0,0,2,1,6,0,5,42
710,פתח תקווה,הרב מימון        4,498,490,67,1,0,0,0,0,0,49,1,44,1,7,107,0,55,80,9,1,2,1,0,0,0,0,0,0,0,6,0,7,52
720,פתח תקווה,קיש              48,427,422,40,6,0,0,1,0,5,34,0,28,1,4,57,0,60,81,6,1,0,1,0,0,0,0,0,1,1,3,0,2,90
730,פתח תקווה,הרב מימון        4,350,338,54,2,0,0,0,0,6,45,0,14,1,4,49,0,56,37,10,0,0,2,0,1,0,0,0,0,1,5,0,3,48
740,פתח תקווה,הוברמן           8,345,340,49,13,0,0,1,0,2,43,0,34,0,3,85,1,27,38,10,0,0,0,0,0,0,0,0,3,0,2,0,3,26
750,פתח תקווה,ילין             1,443,435,78,8,2,0,0,0,1,50,1,45,1,1,139,1,26,30,10,0,0,2,0,0,1,0,0,1,0,9,0,11,18
760,פתח תקווה,ילין             1,430,423,61,3,0,0,0,0,0,54,1,60,0,1,110,0,37,56,11,0,0,4,0,0,0,0,0,1,1,1,0,6,16
770,פתח תקווה,הרב מימון        4,433,427,52,5,0,0,0,2,0,36,1,33,0,1,133,0,45,54,8,0,0,2,0,0,0,0,0,2,0,5,0,10,38
780,פתח תקווה,שפירא הרמן צבי   48,384,377,51,18,0,0,0,0,0,44,0,41,2,2,77,0,49,54,5,0,0,2,0,0,0,0,0,0,1,3,0,6,22
790,פתח תקווה,סמילנסקי         4,427,423,52,62,0,0,0,0,0,48,1,49,0,1,100,0,39,24,14,0,0,4,0,0,2,0,0,0,0,4,0,6,17
800,פתח תקווה,סביון            23,365,359,55,21,0,0,1,0,0,33,0,39,1,1,103,0,29,34,4,0,0,2,1,0,0,0,0,1,1,4,0,9,20
810,פתח תקווה,שפירא הרמן צבי   48,439,433,50,30,0,0,1,0,0,48,0,51,0,3,98,0,63,34,20,0,0,2,0,0,0,0,0,0,0,7,0,11,15
820,פתח תקווה,סעדיה גאון       8,424,421,54,18,0,0,1,0,0,45,2,112,1,12,111,0,21,19,8,1,0,4,0,0,0,0,0,0,0,2,0,4,6
830,פתח תקווה,סעדיה גאון       8,490,484,53,65,0,0,1,0,0,49,0,106,0,3,97,0,24,39,8,0,0,6,0,0,0,0,0,1,0,5,0,9,18
840,פתח תקווה,סעדיה גאון       8,320,320,30,62,0,0,0,0,0,25,0,52,1,3,65,0,27,28,8,0,0,0,0,0,1,0,0,0,0,1,0,1,16
850,פתח תקווה,ילין             1,335,331,55,8,0,0,0,0,0,31,2,46,1,1,100,0,38,22,9,1,0,1,0,0,0,0,0,0,0,2,0,7,7
860,פתח תקווה,שפירא הרמן צבי   48,404,392,56,15,0,0,0,0,0,46,0,47,4,2,120,0,40,33,9,0,0,1,0,1,0,0,0,0,1,4,0,6,7
870,פתח תקווה,סעדיה גאון       8,409,405,59,32,0,0,0,0,0,38,2,61,0,2,81,0,46,47,3,0,0,1,0,0,1,0,0,0,0,2,0,7,23
880,פתח תקווה,שפירא הרמן צבי   48,464,461,59,10,0,0,0,0,0,54,0,43,0,3,121,0,70,49,18,1,0,5,0,0,0,0,0,0,1,6,0,10,11
890,פתח תקווה,סעדיה גאון       8,369,361,43,25,0,0,0,0,0,37,1,39,0,3,75,0,43,33,11,0,0,2,0,0,0,0,0,0,1,6,0,4,38
900,פתח תקווה,רוטשילד          64,367,354,36,2,0,0,0,1,0,38,2,19,3,1,74,0,76,47,5,2,0,1,0,0,0,0,0,0,0,2,0,2,43
910,פתח תקווה,הפורצים          16,343,338,42,4,0,0,0,0,0,26,1,14,1,1,69,1,44,45,5,0,0,2,1,1,2,0,0,0,1,4,1,3,70
920,פתח תקווה,הפורצים          16,398,384,50,2,0,0,0,0,0,40,2,24,0,6,80,0,46,56,9,1,0,3,0,0,0,0,1,0,1,9,0,6,48
930,פתח תקווה,הפורצים          16,403,399,58,9,0,0,0,0,2,39,1,12,2,1,90,1,101,32,19,0,0,1,0,0,1,0,0,0,1,7,0,3,19
940,פתח תקווה,אבי אורן         1,333,329,35,6,0,0,1,0,4,19,1,10,2,3,69,0,49,51,14,0,0,2,1,1,1,0,0,0,0,8,0,6,46
950,פתח תקווה,אנדרסן           8,444,432,81,5,0,0,2,0,1,56,0,24,0,3,110,0,45,58,8,0,0,3,0,0,1,0,0,2,2,6,0,5,20
960,פתח תקווה,קפלן אליעזר      7,441,435,88,2,0,0,0,0,2,56,0,19,0,3,119,0,57,46,14,0,0,1,0,0,1,0,0,0,0,6,0,4,17
970,פתח תקווה,קפלן אליעזר      7,334,332,77,3,0,0,0,0,0,36,4,19,0,1,105,0,11,26,19,0,0,1,0,0,0,0,0,0,0,4,0,11,15
980,פתח תקווה,אנדרסן           8,283,279,38,3,0,0,0,0,2,30,1,6,0,1,78,1,43,35,10,1,1,0,0,0,1,0,0,0,1,5,0,2,20
990,פתח תקווה,אנדרסן           8,506,500,81,21,0,0,1,0,0,43,2,81,1,7,123,0,33,44,12,1,0,4,0,1,0,0,1,0,0,9,0,9,26
1000,פתח תקווה,קפלן אליעזר      7,278,271,58,0,0,1,0,0,0,24,2,14,1,1,74,0,32,33,6,0,0,3,0,0,0,1,0,0,1,3,0,5,12
1010,פתח תקווה,העצמאות          50,521,518,44,15,0,0,0,0,0,42,2,175,0,2,123,16,62,10,0,0,0,7,0,0,0,0,0,0,0,1,0,8,11
1020,פתח תקווה,העצמאות          50,405,404,19,21,0,0,0,0,0,17,0,142,0,3,126,0,8,46,5,0,0,2,0,0,0,0,0,0,0,1,0,3,11
1030,פתח תקווה,הצפירה           4,381,377,61,3,0,0,0,0,0,54,0,12,0,5,135,0,13,42,7,0,1,2,1,0,1,0,0,1,0,7,0,8,24
1040,פתח תקווה,הצפירה           4,309,305,73,0,0,0,0,0,1,54,0,14,1,7,79,0,1,27,8,0,0,1,1,0,0,0,0,0,0,6,0,12,20
1050,פתח תקווה,אשכול לוי        2,547,542,112,3,0,0,1,0,0,55,1,16,0,3,226,0,12,38,50,0,0,1,0,0,0,0,1,1,0,1,0,7,14
1060,פתח תקווה,אשכול לוי        2,622,616,140,3,0,0,1,0,0,76,6,23,0,1,236,0,11,40,39,0,0,5,0,0,0,0,1,1,0,3,0,12,18
1070,פתח תקווה,העצמאות          50,553,547,47,8,0,0,0,0,0,37,1,207,1,5,119,0,12,68,12,0,0,9,0,0,0,0,0,0,0,2,0,8,11
1080,פתח תקווה,יהלום בנימין,619,617,72,14,0,0,0,0,0,52,4,147,0,5,173,0,33,66,23,0,0,9,0,0,0,0,0,0,0,3,0,6,10
1090,פתח תקווה,בס זליג          17,509,506,85,9,0,1,0,0,0,30,1,143,0,1,116,0,14,53,14,1,0,5,0,0,1,0,0,1,1,7,0,4,19
1100,פתח תקווה,אמסטרדם          16,528,522,70,2,2,0,1,0,0,36,3,19,2,2,209,0,17,63,30,1,0,6,1,0,1,0,2,0,0,13,0,13,29
1110,פתח תקווה,אנדרסן           8,266,260,47,9,0,0,0,1,1,25,1,28,0,2,60,0,26,32,6,0,0,1,0,0,2,0,0,0,1,1,0,4,13
1120,פתח תקווה,שפירא הרמן צבי   46,422,415,59,13,0,0,0,0,0,46,4,50,1,1,103,0,59,49,7,3,1,1,0,0,0,0,1,3,0,2,0,1,11
1130,פתח תקווה,סלומון           12,446,438,42,95,0,0,1,1,0,30,1,77,0,5,57,0,49,33,4,0,0,3,0,0,1,0,2,2,0,3,0,5,27
1140,פתח תקווה,קיש              48,240,233,19,6,0,0,0,1,1,13,3,6,0,0,48,0,66,26,2,0,1,1,0,0,0,1,0,0,0,2,0,3,34
1150,פתח תקווה,סלומון           12,445,439,60,31,0,0,0,0,0,47,0,86,0,0,100,0,38,34,12,0,0,3,0,0,0,0,0,0,0,2,0,7,19
1160,פתח תקווה,יטקובסקי אחים    13,423,420,62,6,0,0,0,0,0,40,1,80,0,4,120,0,25,45,12,1,0,2,0,0,0,0,0,0,0,5,0,2,15
1170,פתח תקווה,קפלן אליעזר      7,399,398,80,1,0,0,0,1,0,49,2,27,3,4,88,0,50,30,17,0,0,0,0,0,1,0,1,0,1,5,0,4,34
1180,פתח תקווה,יהלום בנימין,541,538,70,11,0,0,0,0,0,48,0,128,2,1,136,0,35,47,18,0,0,2,1,0,0,0,2,0,0,5,0,7,25
1190,פתח תקווה,שפירא הרמן צבי   46,517,514,51,17,0,0,0,0,0,63,6,121,1,2,127,0,42,45,14,1,0,6,0,0,1,0,1,0,0,5,0,3,8
1200,פתח תקווה,שפירא הרמן צבי   48,390,387,74,5,0,0,0,0,0,50,1,24,1,0,135,0,28,28,8,0,0,6,0,0,0,0,0,0,0,4,0,7,16
1210,פתח תקווה,קפלן אליעזר      7,286,286,45,1,0,0,0,0,0,40,1,14,1,1,82,0,41,19,22,0,0,1,0,0,0,0,0,0,1,3,0,2,12
1220,פתח תקווה,קפלן אליעזר      7,411,404,69,7,0,0,0,0,4,42,0,12,0,1,114,0,48,49,13,0,0,0,0,0,0,0,0,0,1,8,1,7,28
1230,פתח תקווה,קפלן אליעזר      7,372,366,75,5,0,0,2,0,0,49,1,15,0,1,105,0,40,27,14,0,0,1,0,0,0,0,0,0,0,2,0,5,24
1240,פתח תקווה,הפורצים          16,361,347,36,4,0,0,0,0,2,29,0,19,0,0,64,0,56,56,2,0,0,2,2,1,0,0,0,0,1,4,0,4,65
1250,פתח תקווה,יהלום בנימין,487,483,35,127,0,0,1,0,0,39,1,131,0,6,62,0,16,24,5,0,0,2,0,0,1,0,0,0,0,1,0,4,28
1260,פתח תקווה,שפירא הרמן צבי   46,450,445,49,10,0,0,0,1,2,46,2,57,0,5,122,0,49,47,14,0,0,1,0,1,0,1,1,0,1,8,0,6,22
1270,פתח תקווה,שפירא הרמן צבי   48,333,330,55,6,0,0,0,0,0,36,0,38,0,0,90,0,39,35,11,0,0,4,0,0,0,0,0,0,0,1,0,3,12
1280,פתח תקווה,הפורצים          16,395,386,41,73,0,0,0,0,0,38,3,56,2,2,81,0,32,24,5,1,0,1,0,0,0,0,0,0,1,4,0,5,17
1310,פתח תקווה,סעדיה גאון       8,406,399,37,55,0,0,1,0,0,32,0,41,1,0,80,2,55,41,4,0,0,3,0,0,0,0,0,0,1,3,0,6,37
1320,פתח תקווה,סעדיה גאון       8,417,407,50,22,0,0,0,0,0,32,2,56,0,2,90,0,46,37,16,0,0,2,0,1,0,0,1,2,1,6,0,4,37
1330,פתח תקווה,סעדיה גאון       8,370,364,60,10,0,0,0,0,1,38,1,31,1,4,93,1,40,35,0,0,0,2,0,0,0,0,0,0,1,8,0,2,36
1340,פתח תקווה,הבנים            5,256,251,19,8,0,0,1,0,2,28,0,7,0,6,43,0,59,40,1,0,0,1,1,0,0,0,0,0,0,2,0,1,32
1350,פתח תקווה,המכבים           30,426,420,38,3,0,0,2,0,1,40,4,13,1,1,89,2,121,45,5,0,0,0,0,0,0,0,0,0,4,0,0,2,49
1360,פתח תקווה,המכבים           30,327,325,38,7,1,0,0,0,3,23,2,16,1,0,65,0,62,56,4,0,0,1,0,0,1,0,0,0,0,2,0,3,40
1370,פתח תקווה,הבנים            5,340,328,30,7,0,0,0,0,0,11,1,11,0,0,78,1,88,43,5,0,0,0,2,0,0,0,0,0,4,2,0,2,43
1390,פתח תקווה,יטקובסקי אחים    13,511,509,51,11,0,0,1,0,2,47,2,123,0,4,134,0,21,52,16,2,0,4,0,1,0,0,0,0,0,6,0,17,15
1400,פתח תקווה,יטקובסקי אחים    13,457,451,67,14,0,0,0,0,0,46,0,110,0,2,104,0,8,36,18,0,0,9,0,0,0,0,0,1,0,4,0,16,16
1410,פתח תקווה,יהלום בנימין,557,555,46,41,0,0,3,0,0,39,1,172,5,1,129,0,11,44,23,1,0,4,0,0,0,0,0,0,0,2,0,10,23
1420,פתח תקווה,בס זליג          17,272,268,35,9,0,0,0,0,0,20,1,36,1,2,45,0,38,38,8,0,0,0,0,0,1,0,0,0,0,2,0,2,30
1430,פתח תקווה,יטקובסקי אחים    13,519,514,50,57,0,1,0,0,0,56,0,150,1,3,92,0,17,40,11,1,0,4,0,0,0,0,0,0,0,3,0,13,15
1440,פתח תקווה,שפירא הרמן צבי   46,373,363,59,2,0,0,0,0,0,36,2,23,1,4,112,0,38,38,13,0,0,6,0,1,0,1,0,1,1,1,0,10,14
1450,פתח תקווה,סמילנסקי         4,398,390,41,27,0,0,0,0,0,53,1,61,0,5,108,0,36,20,11,0,0,1,0,0,0,0,1,0,0,6,1,9,9
1460,פתח תקווה,יהלום בנימין,537,534,53,60,0,0,0,0,0,44,0,166,0,4,106,0,22,41,9,0,0,2,0,0,0,0,1,0,0,5,0,6,15
1470,פתח תקווה,יהלום בנימין,584,578,85,30,0,0,0,0,0,48,0,113,0,4,167,0,12,62,18,0,0,5,0,0,0,0,1,0,0,10,0,11,12
1480,פתח תקווה,פינס יחיאל מיכל  8,358,350,38,0,0,0,0,1,6,23,2,21,1,1,77,2,68,61,5,1,0,1,0,0,0,0,0,1,0,2,0,2,37
1490,פתח תקווה,תפוצות ישראל     7,336,332,28,3,0,0,0,0,2,22,2,21,1,0,93,1,68,38,1,1,0,0,0,0,1,0,0,0,1,3,0,3,43
1500,פתח תקווה,נצח ישראל        7,333,327,46,7,0,0,0,0,0,34,1,24,0,2,107,0,15,47,6,1,0,4,0,0,0,0,1,0,0,7,0,10,15
1510,פתח תקווה,נצח ישראל        7,459,449,37,13,0,0,0,0,16,32,0,52,0,2,86,1,68,59,4,1,0,1,0,0,0,0,0,2,1,12,0,2,60
1520,פתח תקווה,עין גנים         71,344,337,40,9,0,0,0,0,14,19,0,12,0,1,78,0,61,42,5,0,1,2,0,0,1,0,1,1,0,2,0,4,44
1530,פתח תקווה,הרב אונטרמן      14,581,577,8,44,0,0,0,0,0,11,0,335,1,14,15,0,11,31,0,1,0,5,0,0,0,0,1,0,0,0,0,3,97
1540,פתח תקווה,עין גנים         27,496,493,101,1,0,0,0,1,0,70,1,18,1,2,138,0,47,58,16,0,0,6,0,0,0,0,0,0,1,4,0,10,18
1550,פתח תקווה,וולפסון דוד      31,353,345,49,5,1,0,2,0,1,29,3,25,2,1,68,0,63,43,9,1,0,1,0,0,0,0,0,1,1,7,0,5,28
1560,פתח תקווה,שטמפפר יהושע     90,285,278,31,4,0,0,0,0,5,22,1,29,0,0,71,0,51,34,3,0,0,0,0,0,0,0,1,0,1,5,0,0,20
1570,פתח תקווה,קהילת יוסטון     3,382,377,55,3,0,0,0,1,44,9,0,17,3,1,63,0,60,41,1,0,0,0,1,1,0,0,0,0,1,3,0,1,72
1580,פתח תקווה,רמז דוד,347,343,43,3,0,0,1,0,0,32,0,48,0,1,50,0,15,67,4,0,1,1,0,0,0,0,0,0,0,3,0,2,72
1590,פתח תקווה,הרב אונטרמן      14,559,552,12,38,0,0,0,0,2,25,1,156,0,10,43,0,35,52,2,0,0,5,1,0,0,0,0,1,1,1,0,3,164
1600,פתח תקווה,סביון            23,513,504,79,5,0,0,1,0,1,62,3,36,1,1,130,0,63,63,18,0,0,3,0,0,1,0,0,1,0,6,0,6,24
1610,פתח תקווה,רחל המשוררת      18,442,441,91,1,0,0,0,0,2,42,3,11,1,7,116,0,42,62,5,0,0,1,0,0,0,0,0,0,0,8,0,12,37
1620,פתח תקווה,סלומון           12,312,308,31,33,0,0,0,0,1,30,2,47,1,4,58,0,57,24,4,0,0,2,0,0,1,1,0,0,0,3,0,0,9
1630,פתח תקווה,עין גנים         27,565,560,112,16,0,0,0,0,0,72,2,68,0,1,135,0,24,67,21,0,0,6,0,0,0,0,1,0,0,14,0,9,12
1640,פתח תקווה,חזון איש         4,295,290,33,2,0,0,1,0,0,44,1,25,1,1,85,0,34,24,6,0,0,0,0,0,0,0,0,0,1,5,0,7,20
1650,פתח תקווה,עין גנים         27,421,411,59,2,1,0,0,0,0,44,5,33,0,1,120,0,52,47,12,0,0,1,1,0,0,0,0,0,1,3,0,6,23
1660,פתח תקווה,חזון איש         4,385,377,48,8,1,0,1,0,0,56,0,17,1,3,82,0,60,56,5,0,0,1,0,0,1,0,0,0,1,1,0,7,28
1670,פתח תקווה,וולפסון דוד      31,367,358,51,7,0,0,0,0,0,39,2,25,0,1,67,0,57,56,4,0,0,3,2,0,1,0,0,2,0,4,0,3,34
1680,פתח תקווה,הבנים            5,389,383,35,3,0,0,0,0,1,39,1,25,1,4,90,0,72,50,4,1,1,0,0,0,0,0,2,0,1,3,0,3,47
1690,פתח תקווה,הרב מוהליבר שמואל17,338,332,28,16,0,0,0,0,0,26,3,25,0,4,73,0,63,41,5,0,0,3,2,0,2,0,0,0,0,1,0,2,38
1700,פתח תקווה,קרול יעקב        11,437,430,35,8,0,0,3,1,0,33,2,21,2,2,113,0,85,69,10,0,0,0,1,2,0,1,0,0,0,4,0,5,33
1710,פתח תקווה,חזון איש         4,407,401,67,4,0,0,0,0,0,43,0,27,0,4,122,0,38,32,9,1,0,3,0,0,0,1,0,1,0,4,0,9,36
1720,פתח תקווה,נצח ישראל        7,252,246,21,5,0,0,0,1,17,9,0,24,1,1,47,1,43,29,3,0,0,0,0,1,1,0,1,0,0,4,0,1,36
1730,פתח תקווה,סלומון           12,434,430,57,24,0,0,2,0,0,53,3,58,2,2,105,0,45,36,6,0,0,0,0,0,0,0,0,0,1,3,0,7,26
1740,פתח תקווה,בס זליג          17,466,460,65,6,0,0,0,0,1,42,1,74,1,0,143,0,21,55,18,0,0,8,0,0,0,0,0,0,1,5,0,8,11
1750,פתח תקווה,הרב מוהליבר שמואל17,219,214,22,2,0,0,0,0,0,10,1,16,0,1,52,0,60,23,5,1,0,2,0,1,0,0,1,0,0,1,0,2,14
1760,פתח תקווה,סביון            23,439,434,60,27,0,0,0,0,0,36,0,53,0,1,121,0,42,40,10,0,0,1,1,0,0,0,1,0,0,5,0,6,30
1770,פתח תקווה,ישעיהו ישראל     1,471,464,86,4,0,0,3,0,7,47,3,26,1,0,132,0,20,60,14,0,0,1,0,0,1,0,0,0,1,13,0,13,32
1780,פתח תקווה,רמז דוד          38,138,136,12,0,0,0,0,0,0,9,0,18,0,0,32,0,9,21,0,0,1,0,0,0,0,0,0,0,0,2,0,1,31
1790,פתח תקווה,הוברמן           8,437,430,86,5,0,0,0,0,2,59,3,16,3,5,104,0,52,41,16,0,0,3,0,0,0,0,1,0,1,3,0,9,21
1850,פתח תקווה,פוחס דוד         11,381,376,76,1,0,0,0,0,1,59,4,14,2,3,112,0,22,47,13,0,0,1,0,0,0,0,0,0,1,3,0,7,10
1860,פתח תקווה,קהילת יוסטון     3,388,376,48,2,0,0,0,0,14,21,1,24,1,2,73,0,51,64,5,0,0,2,0,0,0,0,0,0,0,3,0,1,64
1870,פתח תקווה,הרב אונטרמן      14,505,497,8,35,0,0,0,1,1,7,0,179,1,11,16,0,23,37,0,0,0,1,0,0,0,0,0,0,0,1,0,2,174
1880,פתח תקווה,נצח ישראל        7,317,303,27,12,0,0,1,0,1,17,2,44,0,4,55,1,43,39,1,0,0,2,0,0,0,0,0,0,1,2,0,2,49
1890,פתח תקווה,נצח ישראל        7,340,335,46,4,0,0,0,0,4,28,1,16,2,0,94,0,51,43,7,0,0,1,2,0,0,0,0,1,1,8,0,5,21
1910,פתח תקווה,בס זליג          17,352,349,45,4,0,0,0,0,0,37,1,64,0,2,109,0,22,32,14,0,0,2,0,0,0,0,0,0,1,2,0,7,7
1920,פתח תקווה,קיש              48,213,208,14,2,1,0,0,0,2,8,0,6,0,3,35,0,40,41,2,0,0,0,1,0,1,0,0,0,1,2,0,3,46
1930,פתח תקווה,קיש              48,472,465,46,4,0,1,1,0,2,65,0,38,0,4,93,0,42,58,5,0,1,3,0,0,1,0,0,0,1,6,0,4,90
1940,פתח תקווה,החמישה           8,319,313,31,0,0,0,1,0,11,41,1,23,0,3,66,0,23,48,3,1,1,2,0,0,0,0,0,1,0,0,0,8,49
1950,פתח תקווה,צלח שלום         33,334,331,16,15,0,0,0,0,0,21,1,101,0,6,39,0,9,23,3,1,0,3,0,1,0,0,0,0,0,2,0,1,89
